Question,Labels,Annotation Type
اعاني من الوسواس منذ ٥ سنوات تعبت كثيرا اصبحت لا انام حتي يطلع النهار و صرت نحيفة للغايه اهملت دراستي و حياتي كلها كل شي احسبه بالموت ادوخ كثيرا و احس اني ساموت و انا نائمه لدرجه اني عندما اكل لا اعرف و اقول هموت ارجو احد يمد لي يد المساعده لقد تعبت كثيرا و صرت اقبح و مهمله جدا,['No'],Pseudo-labeling
مرحبا .. اعاني من تعب مستمر وضعف بالعضلات وثقل بالجسم .. وتشتت بالذهن ونسيان وعدم تركيز وقلق مستمر .. ولا احس بالمشاعر وعدم وجود دافعية للقيام باي شي ولا اعرف نفسي,['No'],Pseudo-labeling
هل أعراض انسحاب افكسور اكس ر شديدة كما يصفها معظم المرضى حتى وإن اوقف الدواء من قبل الطبيب بشكل تدريجي ؟حيث أن الطب يقول إن الافكسور والسيروكسات اعراض انسحابها شديدة ويجب التعامل معها بحذر ،وكم تستمر الأعراض الانسحابية في حال لأن بعض المرضى وصف الأعراض بأنها شديدة كاعراض انسحاب المخدرات؟؟,['No'],Pseudo-labeling
انا اعاني من القلق الدائم والفشل وبعض الاحيان دوخة الام في القلب وتحت القلب وسواس من الأمراض والموت خلعة فشل اليدين والرجلين الام في بعض الأحيان في الرأس والعينين سخونة في الاذنين رجفة في بعض الأحيان,['No'],Pseudo-labeling
انا شاب 22 سنة ادرس و اقضي وقتي كله على النت كهواية عدى اوقات الدراسة تاتيني دائما افكار تالمني في قلبي وتمنع عني الاستمتاع بوقتي مثل أن الناس يتجاهلونني ان بعض معارفي اصبحوا يتجاهلونني لاني انعزلت عنهم وافكار متعلقة بالتهميش رغم انني اكره التفكير فيها سؤالي هل هو شعور بالوحدة ام وسواس قهري؟,['Social|Relationship'],Pseudo-labeling
هل الريسبيردال يعالج الوسواس القهري ام فقط يخفف اعراضه ؟,['No'],Pseudo-labeling
رهاب اجتماعي ونوبات ذعر فجاءة مع خفقان القلب,['No'],Pseudo-labeling
تعبت كثير نفسيا افكر في انتحار احيانا والسبب يرجع الي العايلة دوما اريد نصيحة اعلاج ارجوكم,['Social|Relationship'],Pseudo-labeling
انا شخصية انطوائية، لا اجد مواضيع اتحدث فيها ، كيف يمكني حل هذا الامر واقامة علاقات ناجحة مع اخرين علما تنتهي خلال يوم بتعريف نفسي وتحدث في امر معين ، اعاني الخجل,['Social|Relationship'],Pseudo-labeling
اكتئاب ادعاء نسيان بكاء ضغب رغبه بالانتحار,['No'],Pseudo-labeling
تقلبات حادة في المزاج ونوبات اكتآب وحزن وافكار سلبية وتوتر في العلاقات الاجتماعية والتواصل,['No'],Pseudo-labeling
"الشكاية ارتفاع ضغط الدم
الادوية الحالية سبرالكس و برازولام عند اللزوم
انا مريض نوبات هلع وصرلي فترة عم راقب ضغطي ماعم ينزل عن 140/90 المهم حكيم النفسي طلب اني راجع حكيم قلب وبعد ماعملي تخطيط حكيم القلب قلي انو ضغطي الواطي عالي ووصفلي هدول الادوية بصراحة خايف",['No'],Pseudo-labeling
"بعاني من تقلب مزاج كثير طوال اليوم
او التفكير كثير بكل شي يحدث معي",['No'],Pseudo-labeling
اعاني من هلع اثناء النوم ويحصل اكثر من مرة واحدة في النومة اصبحت لا انام الليل او لا انام جيدا منه..حصلت ٣ مرات معي بان افزع بشكل مبالغ فيه واصرخ بصوت مرتفع مع تسارع نبضات القلب ورجف الجسم (الموضوع مستمر من ٦ اشهر او اكثر وبداياته كنت اشعر في تكهرب او مثل الكهرباء في الصدر او القلب ),['No'],Pseudo-labeling
اعاني من تخيل اشخاص امامي واتحدث معاهم هل فيه علاج؟,['No'],Pseudo-labeling
"لو سمحت يا دكتور
ازاي اتخلص من حاله نفسيه مضيقاني جدا جدا جدا وازاي اتخلص من الخوق والقلق والتوتر
وشكرا لحضرتك",['No'],Pseudo-labeling
انا اعاني من ضغطات نفسيه التفكيركثير والغضب الشديد تغيرات كبيرة في عادات الأكل والانعزال عن الواقع و المخاوف الشديدة والشعور بالحزن و القلق التفكير المشوَّش وضعف.... ...,['No'],Pseudo-labeling
اعاني من اگتئاب حاد وارهاق نفسي وجسدي وقمت بگاتينج ف يدي ورأيت الدم وشعرت براحه نفسيه وعندي رغبه بفعل هذا مجددا ورغبه يالموت,['No'],Pseudo-labeling
سبق وأن شرحت حالتي في أكثر من سؤال و باختصار هي أنني أعاني من وسواس قهري و العلاج لا يجيب فائدة و عندي حاله من الرغبة الجنسية الشديدة و بعض الميول المثليه واخد علاج لكنه ضعيف المشكل أن الصيام يوترني و بسبب لي مشقة شديدة و من شدة توترى ينزل مني افرازات حتي بدون قصد تفكير أو نظر .فهل امتنع عن الصوم,['No'],Pseudo-labeling
"قلق شديد و عدم القدة على النوم مصاحب لحالة من التعرق و الخوف مع ضيق في التنفس و البكاء
و شكرا",['No'],Pseudo-labeling
ولدت قبل خمسه اشهر وماتت بنتي تقبلت و استمريت الى قبل شهر حسيت بقلق واكتئاب وتوتروخوف ذهبت لطبيب قال القولون العصبي استخدمت علاج تحسنت قليل لكن لازال الوسواس و القلق,['No'],Pseudo-labeling
منذ ان كان عمري ١٣ عاماً وانا اشعر بحزن شديد وافكار انتحاريه ولكنها كانت تأتيني من فتره الى فتره ولكن منذ ان اصبح عمري ١٤-١٥ اصبحت تراودني كل ليله واشعر بانني في الحافه,['No'],Pseudo-labeling
ما هي جرعة ريسبيردال التي يصل لها المريض و القادره علي علاج الوسواس القهري ؟,['No'],Pseudo-labeling
كنت أشعر بحالة ذعر من موضوع الشعوذة و تجاوزت ذلك الذعر لكن بقي لي خوف، هو انني اخاف ان افقد عقلي و أخشى أن امرض نفسيا أشعر بحالة ذعر عندما افكر في انني قد اجن او يقع لي مكروه، ليس لي المال للذهاب لطبيب نفسي ممكن مساعدة او توضيح هل قلقي من ان افقد عقلي سيبب لي فقدانه ارجوكم ساعدوني,['No'],Pseudo-labeling
انا بعمل ايدي بالشيفينج بس عادي يعني بييجي عليا وقت واقعد اقطع ايدي من الهرش لحد م تجيب دم,['No'],Pseudo-labeling
اعاني من اضطرابات النوم والارق ولا استطيع تنظيم مواعيد نومي اهناك طريقة يمكن فيها علاج المشكله,['No'],Pseudo-labeling
اابنتي بعمر20 تعاني من قلق وخوف شديد من الموت وبعد الذهاب إلى الطبيب اعطاها دواء سولبيراد حبيبات دواء سيرمونتيل 4%محلول فموي واناخاءفة من هذا الدواء واثاره الجانببة او ان تتعود عليه خاصة وان نوبات القلق هذه لاتاتيها كثيرا فما العلاج ارجوكم,['No'],Pseudo-labeling
ما هى جرعة دواء شامبكس فى رمضان مع العلم هيكون الاسبوع التالت فى العلاج وساعات الإفطار اقل من ١٠ ساعات هل ينفع ارجع اخد حبه واحده بعد الإفطار ولا لازم اتنين مع العلم ان التدخين وقف تماما من اليوم التامن من بدايه العلاج,['No'],Pseudo-labeling
حزن وضيق شديد ودائم ويأس وقلق وعصبيه شديده والانعزال عن الناس وعدم القدره على التركيز وفقدان الشغف وعدم القيام بأي أعمال وتعب وإرهاق وتوهان وجسمي كله واجعني وبتحرك بصعوبه وحالتي بتسوء وبتعب كل يوم عن التاني ومش لاقيه سبب,['No'],Pseudo-labeling
بحب صاحبتي جدا ومليش غيرها، دايما في تفكيري هي وبحس اني هفرحلها اكتر م اخواتي، وبغير عليها جدا جدا من خطيبها لما بيتكلموا ولما اي حاجه بتحصل بينهم بحس بنار جوايا م الغيرة، وبغير عليها م اي واحدة بنت بتكلمها، بحب اكلمها كل يوم وبحس اني مش هعرف اعيش من غيرها هل دا شعور عادي ولا محتاجه دكتور نفسي؟,['Social|Relationship'],Pseudo-labeling
انا شخص انجذب لحب الذل والاهانة والضرب واصل للشهوة الجنسية عن طريقها وتاتيني افكار الدياثة والاستمتاع بها واتمنى العلاج ان كان موجودًا وفي البيت بسبب صغر سني والاحراج من العائلة بمصارحة هذا الموضوع واضف الى ذلك الحالات النفسية الصعبة التي امر بها بسبب كرهي لنفسي من هذا الميول والافكار,['Social|Relationship'],Pseudo-labeling
السلام عليكم ، ارجو ان تجيبوا عن تساؤلاتي في اقرب وقت ممكن . انا اعاني من بعض الاعراض لا ادري هل نفسية او جسدية فانا اعاني من ضيق التنفس و الم في الصدر في القلب خاصة بعد الاستيقاظ من النوم و احيانا عند القيام في اليل بالاضافة الى ذلك فاني في بعض الاحيان اعاني من الدوار و بدات منذ شهور,['No'],Pseudo-labeling
زوجي من فترة تغير طبعه كثيرا احيانا لا يوجد به شيئ واوقات لا يطيقني ويتكلم علي بسوء وب عرضي و يتهيأ له اني اخونه امامه واقوم بحركات غير جيدة وانا امامه لا افعل شيأ,['Social|Relationship'],Pseudo-labeling
اعاني من اكتئاب وكتمان للحزن لفترات طويله لدرجة عدم الشعور ، لا يوجد اي شي يشعرني بالفرح والراحة بالرغم من ان حياتي مستقرة ووضعي العام جيد ، لا اعرف كيف اعبر عن شعوري,['No'],Pseudo-labeling
انا بنت عندي 26 اعاني من وسواس قهري منذ أكثر من 8 سنوات المشكلة في اني لا أقدر علي السيطرة علي شهوتي تجاه الرجال و دائما غصب عني انظر الي صدر أو الاعضاء التناسلية للرجال و امارس العادة السرية بسبب شدة الرغبة التي تسبب في احتقان و حرقان .. احاول غض البصر بقدر استطاعتي فما الحل لهذه الحالة ؟,['No'],Pseudo-labeling
يا دكتور لدى مشكلة من سنه 13لدي صمت و الخوف و رهب من الناس لقد ذهب إلى كثير من دكتيرا نفسيه و لقد و صفه لي دواء مضاد للاكتئاب و لقد تحسنت بصفة 80% تحسن و بعد ذلك رجع لي المرض,['No'],Pseudo-labeling
اعاني من الخجل من خلاتي وابنائهم لا اعلم لماذا اخجل منهم مع العلم باني اجتماعيه مع الكل ولااخجل ابدا لكن معهم اخجل وامي تخجل من اخوالها هل من الممكن انه مرتبط ؟ وكيف اتخلص منه,['Social|Relationship'],Pseudo-labeling
اعاني من قله نوم وتفكير خلال النوم بشكل مفرط كلمات لا معنى لهاا من اضع راسي ع المخده وتفكير لا تفسير له بس عقلي يشتغل ومااعرفه بشنو يشتغل وماانام,['No'],Pseudo-labeling
اعاني من الاكزيميا وتتهيج اثناء العصبية، واستخدمت مراهم كثيره ولكن تكتفي بتخفيفها فقط ، كيف استطيع التوقف عن العصبيه ؟,['No'],Pseudo-labeling
عند التحدث للاشخاص الغرباء اشعر بالتوتر وعند التحدث امام مجموعة من الناس وتكون الانظار كلها علي تزداد نبضات قلبي وارتعش فالكلام ولا اجيد التحدث بشكل جيد امامهم,['Social|Relationship'],Pseudo-labeling
انا شاب تعرضت لتحرش ملامسه وانا صغير والشخص ساكن في نفس المدينه واراه من فترة الى فترة قام بفضحي عند ناس معينين وتاتيني افكار بقتله هل اذهب له واقول له لمذا فعلت كذا او لا,['Social|Relationship'],Pseudo-labeling
ونا صغيره كنت بحب اخد الكتاكيت واعذبها واموتها ومكنتش عارفه ابطل اللي بعمل د وكنت بعمل كده كتير كل ميجي فرصه ومكانوش بيصعبوا عليا بالعكس كنت ببقي مبسوطه ونا بعمل كده وكنت بحس اني زي حد كبير زي بابا مثلا والكتكوت د انا وكنت ببقي مبسوطه باني شايفه الكتكوت كده وكان الاحساس د بيشفيني ع بابا كان بيضربني,['No'],Pseudo-labeling
من فترة طويله كذا اقعد مع نفسي وافكر ان مالي قيمه بالحياه احس الدراسه مالها فايده ولاعيشتي قاعده احسن ان مالي قيمه ب اي شي ومالك سبب للعيش قاعد تراودني هالأفكار من فتره طويله,['No'],Pseudo-labeling
ضغط نفسي و قلق وخوف واحيانا بكاء وخمول واكتئاب وصداع وعدم تحمل الناس,['No'],Pseudo-labeling
انا ما بحس باي مشاعر وصرت حرفيا عم خاف من هالقصه لما توفى اقرب الناس لالي وما حسيت باي شي كانه ما توفى شو سبب حالتي وكيف بقدر اعالجها ؟,['No'],Pseudo-labeling
الضيق وتعكر المزاج طوال اليوم التكفير بالموت كثيرًا,['No'],Pseudo-labeling
تفكيير ، تقليل من الذات احيانا وعدم الرضى عم افعله ، إنطوائية,['No'],Pseudo-labeling
اشعر بالحزن اشعر بالضيقه استمتع بحياتي ولكن لم استمتع كل الايام نفس بعضها اشعر بخنقه روحيه,['No'],Pseudo-labeling
الارق وقلة النوم تقلب المزاج بسبب قلة النوم,['No'],Pseudo-labeling
من فتره كنت اعاني من قلق وتوتر و سواس ، وعندي خوف من ان افقد عقلي او انسى من لكون او يكون بي انفصام قريت عن اعراض الانفصام واصبحت اشغر بخوف اني مصابه به قرات ان مريض الانفصام يتوهم صور اشخاص صرت اتخيل ف عقلي صور واخاف واقول ايه هذا دليل على اصابتي,['No'],Pseudo-labeling
احيانا يجيني نوبة قلق من عندم النوم !,['No'],Pseudo-labeling
أشعر أني غير مرحب بي المجتمع وان وجودي مثل عدمه... وعندما اذهب في الطريق أشعر وكأن الجميع ينظر لي وإذا زمر أحدهم بالسياره انخلع واكون متوتره منذ خروجي إلى أن أصل الجامعة,['Social|Relationship'],Pseudo-labeling
انا اعاني مشاكل من وانا صغيره الين الحين وصلت فيني مرحله اكلم نفسي ومنهاره وابكي من شدة البكي واضرب نفسي احياناً با اقوى ماعندي وصلت فيني برود صرت ما احس ب اي شي,['No'],Pseudo-labeling
"-فقدان شهية حاد- أكثر من 9 أشهر تقتصر الوجبات على الحلويات و اليايورت .
- عدم تناول معظم الخضراوات ، منذ أكثر من 7 سنوات إستثناء البطاطا-المقلية فقط -
- انقطاع الدورة الشهرية لمدة شهرين ثم عودتها لشهر و هكذا -منذ حوالي 6 أشهر على هذا الحال -
نقص في الوزن حاليا 41 كغ - 160 سم - 21 سنة - أنثى",['No'],Pseudo-labeling
انا اخاف اتحدث مع الأشخاص مما خلاني افقد ثقتي بنفسي و كتير سلبية و اذا تكلمت مع حدا اتعلق بيه كتير، و كمان الناس بتكرهني حتى عائلتي تكرهني و تحقرني و اذا جيت اساوي شي يمنعوني عليه مع انو مافيه ولا شي ممكن يخرب حياتي و لا شي زي كذا,['Social|Relationship'],Pseudo-labeling
الاعراض في الصوره ارجو المساعده,['No'],Pseudo-labeling
لو سمحتم الدكتور قاللي هتخف من الوسواس القهري بعد سنه من الاستمرار عالعلاج ..هل متوقع تحسن في خلال المده و امتي يكون التحسن الفعلي ؟,['No'],Pseudo-labeling
لدي تسارع في دقات القلب وضيق في التنفس غثيان عملت فحص دم وغدةكل شيءسليم. نفسيتي سيئة جدا لدي تأنيب ضمير اكره نفسي عندي صعوبة تعامل مع الناس اشعر بالكآبة بخاف وبتوتر كثير,['No'],Pseudo-labeling
لدي احساس كانه حرق تحت الجلد هو فقط احساس وهذا عندما اتعرض لضغط نفسي احزن او اغضب ويستمر لمده اسبوع بالاكتر ويرجع عندما اتعرض مرة اخرى لضغط نفسي,['No'],Pseudo-labeling
اعاني من وسواس وثقل وتعب فالجسم ووسواس بالموت وبالكفر تعبت من التفكير بالموت والكفر وذهبت للطبيب ووصف لي علاج موديكسا حاليا لي اسبوع استعمله وماشوف غي تحسن هل في امل مع الوقت,['No'],Pseudo-labeling
اشعر اني اكره كل الناس حتى اهلي اكرههم ولا اشعر بالراحه مع الناس اشعر بان جميعهم فيهم جانب سيء جداً وسوف يؤذوني لمصلحتهم ان استطاعوا. لا اشعر بالرغبة في الحياة و اراها تافهة,['Social|Relationship'],Pseudo-labeling
أنا اصبحت اخشى الخروج والتجمعات لأن ذلك يجعلني اشعر بأني سأفقد الوعي وتزداد نبضات قلبي، ما أريد معرفته هو هل مواجهتي وعدم خشيتي ستقضي على هذا الرهاب أم أني قد أفقد الوعي؟,['No'],Pseudo-labeling
اواجه مشاكل نفسية غريبة من بينها النسيان الشديد وفي ابسط الامور و لا استطيع التركيز و اصبحت اواجه مشاكل في التعامل مع الناس فجأة و اسمع طنين في ادنين و شخصيتي تصبح هادئة و غريبة ولا استطيع االتعاملمعالناس في المدرسة وعند الرجوع الى المنزل اومكان رياضتي مع صديقاتي اصبح عادية واضحك بستمار,['Social|Relationship'],Pseudo-labeling
اعاني من اكتئاب بسب سوء الحظ الدائم وعدم تحقيق اي شئ اريده وديما اكون متفائله بشئ ويجي عكسه جدااا تماما بكون دايما عندي امل بس مش بيتحقق خالص وتعبت من اكتر التوقعات وامال,['No'],Pseudo-labeling
اعاني من النوم لوقت طويل جداً والاعراض الأخرى مكتوبة بالصورة,['No'],Pseudo-labeling
منذ 5 سنوات كنت مرتبطة بشاب ولسبب ما هجرني دون ان يقول اي شئ تألمت كثيرا حينها ولكن لم اتحدث عن ذلك مع اي احد وما زلت احبه ، المشكلة هي انني من سنة بدأت اتحدث مع نفسي كثيرا كنت في البدايه اتخيل اني احادثه هو فقط ولكن مع الوقت بدأت اتخيل الحديث مع اشخاصا كثيرين اعرفهم. كيف اتخلص من هذا الموضوع؟,['Social|Relationship'],Pseudo-labeling
انا لا استطيع النوم اواجه قلق وخوف من الدوام هل يوجد حبوب منومه,['No'],Pseudo-labeling
انا فتاه٢٣ عام، منذ فتره كنت اعاني من نوبات هلع متكرره اشعر بإختناق وخوف وضربات قلب سريعه جداً ، زرت اطباء قلب وصدريه ونتائج فحوصاتي سليمه تماماً لازالت تتكرر هذه الحاله من فتره لفتره ، وهذه الفتره اشعر بأني فقدت الشغف والسعاده لم تعد الحياه تسعدني،ارى سواد واخاف من المستقبل هل هذه اعراض اكتئاب؟,['No'],Pseudo-labeling
اشعر بالام قوية في عظام الظهر و الصدر والعنق و الكتف و اسفل القفص الصدري من الخلف احيطكم علما اني عانيت لمدة طويلة من نوبات الهلع فلم اكن استطيع الخروج وحدي او ركوب المواصلات ولا الذهاب لعملي لكني بالمواجهة و اعنت زوجتي استطعت التغلب على هذه النوبات بنسبة كبيرة,['No'],Pseudo-labeling
أخي منذ 4 سنوات من مرض الشره العصبي كان يتعالج عند طبيب لمدة سنة كان يصف له دواء و قد انقطع الآن عن شرب الدواء لمدة عامين و مؤخرا بدأت نفس الاعراض تظهر و لا يريد الذهاب لطبيب,['No'],Pseudo-labeling
اعاني من القلق والخوف وعدم القدره ع النوم وابغى ناس معي اخاف اقعد لحالي. واخاف من كل شي تجي هالحاله فتره وتروح وترجع مره. ثانيه.,['No'],Pseudo-labeling
لا اعرف اذا كان الشخص هل هو مريض نفسي او غيره لنه تغير تغير موفجئ وجذري بنسبه لعائلته مثل كثره التكلم مع نفسه والصراخ وظرب الاشاء من غير سبب وقول اشياء غربه والعزله عن الاقار,['Social|Relationship'],Pseudo-labeling
لدي نوعا ما اكتئاب وتفكير دائم و صراع نفسي حول كل ما عشته لليوم ليس لدي افكار انتحارية ولا متشائمة جدا فقد لنقل اني ارى حياتي بطريقة موضوعية وبدأت اظن أني لم اعد اشعر كما كنت اشعر عندما تتكرر بعض الاحداث الاحد تغير مشاعري فقط اصبحت باردة نوعا ما وبالنسبة للصحة الجسدية فلدي تبول لا ارادي و شهوة زائدة,['No'],Pseudo-labeling
اعاني من هلع وخوف ، دون سبب واضح وقد وصف لي الطبيب فلاجيل وDUSPATALIN وخفت الاعراض الالام البطن والصدر بشكل كبير لكن لا زالت معي بعض الاعراض كالخوف والاكتئاب .,['No'],Pseudo-labeling
حالة نفسية سيئة وقلق من الروتين اليومي وقلة العمل ووضع اقتصادي سيئ. عدم توازن، الم في الراس، غثيان، رجفة داخلية، كل يوم اعراض مختلفة. كنت مصاب كورونا بشهر ١١ سنة ٢٠٢٠ ما الحل؟,['No'],Pseudo-labeling
السلام عليكم انا مصاب بداء السكري منذ 9 أشهر عمري 17 سنه قبل الإصابة بالمرض كانت لدي افكار و شخصية معينة و بعد الإصابة تفكيري و شخصيتي تغيرت تماما هل هو بسبب السكري ام غير ذلك,['No'],Pseudo-labeling
عندي حاله غريبه من كم سنه والحين اكتشفت اعراض نوبات الهلع وطلعت نفس الاعراض اللي احسها واحس اني بموت ابغا استفسر واعرف اذا كانت عندي هي او لا,['No'],Pseudo-labeling
عندما اخاف اشعر بالاغماء وادوخ واجلس فورا حتى لا يغمى علي واتعرق وارتجف وتؤلمني قدماي من افخاذي حتى قدمي ولا استطيع الكلام واشعر بالبرد ويجف لساني واشعر بالنعاس فوراً وانام حتى يذهب الشعور ( اشعر بهذا الشعور بالذات عندنا اتواجه مع اي شخص حتى لو كنت انا المحقة),['Social|Relationship'],Pseudo-labeling
اعاني من بعض الاعراض كضعف التركيز والقلق وعدم الشهية للاكل وبحثت على الانترنت تبين انها اعراض اكتئاب ما الذي يجب ان افعله مع العلم انه لايوجد طبيب نفسي في منطقتي,['No'],Pseudo-labeling
الخوف و القلق المستمر و الشعور بالخثيان و ضيق في التنفس,['No'],Pseudo-labeling
ارجف كثير بدون سبب وطوال الوقت.. اخاف كثير.. ارق وافكر بشكل كبير لدرجة احياناً اتمنى اني ما افكر لمدة ثواني واصدع كثير,['No'],Pseudo-labeling
"مرحبا دكتور كيف حالك
والله لدي مشكلة صعبه
لدي خجل و خوف عندم اتكلم مع الفتيات
لا اعرف لماذا هذا الخوف
لقد ذهبت إلى دكتور نفسي و لم تحل المشكلة
من فضلك و شكرا جزيلا لك",['Social|Relationship'],Pseudo-labeling
١.افكار اجباريه تأتي ليست واقعيه بل قصص تخيليه معظمها او ما يؤذيني هي الافكار العدوانيه و فيه افكار جنسيه و نقاشات و تخيل اني لاعب كوره او رئيس دوله طوال اليوم اجباري لا اخرج منها ٢.هياج في الرأس ناتج عن الافكار تحديدا العدوانيه الدكتور كتب اكتينون و رسيبيردال و رفض ادوية الاكتئاب ...هل هذا صحيح ؟,['No'],Pseudo-labeling
وسواس وتعب وتفكير واكتئاب وخوف وطفش وضيق حتي البكاء وقلق وكل شوي بالي مشغول واتعب بالتفكير,['No'],Pseudo-labeling
اعاني من قلق ونزول وزن وضربات قلب متسارعة بسبب معتقدات منذ الصغر فما الحل ؟,['No'],Pseudo-labeling
نفسيتي تعبانه جدا وبفكر كتير ومن كتر التفكير بقيت بنسي كل حاجه والصداع مش بيسبني خالص حتي مش بعرف انام قعدت ٥ ايام ف الموضوع دا والمسكنات معملتش معايا حاجه بس حاليا باخد فوار بروفين ومريحيني شويه ولما بنام بصحي القي ايدي مقفوله وضوفرى معلمه ف ايدي,['No'],Pseudo-labeling
تعاني امي من اصوات في راسها كانها اصوات صراصر منذ عدة ايام ولا نستطيع عرضها على الطبيب بسبب الحضر الصحي فما السبب رجاءا,['No'],Pseudo-labeling
أعاني من القولون العصبي ومايصاحبه من وساوس وقلق وخوف...ووساوس أثناء النوم ...وكذلك سرعة القذف...هل تنصحوني بسيبراليكس...أو فافرين وأيهما أفضل بارك الله فيكم,['No'],Pseudo-labeling
"كنت اعاني من هذا المشكل لكن الحمد لله
والان يصيبني بعض الوسواس القهري",['No'],Pseudo-labeling
افكر سلبيه كتير مش عارف افكر صح توتر كتير اوي وحاجات غريبه بتصحلي,['No'],Pseudo-labeling
اعتقد اني اعاني من الاكتئاب حاولت الانتحار اربع الى خمس مرات و الان انا ااذي نفسي،اسمع اصوات مهي موجودة بالواقع كانها هلوسات و مواقف ماتخطيتها احس تنعاد قدامي كل شي ابي هالشي يوقف..,['No'],Pseudo-labeling
منذ صغري كنت عندما انظر حولي أشعر بأني انظر بدون التركيز على شيئ محدد، وكانت تأتي لي هذه الحالة فقط عند التفكير بها وتذهب اذا مافكرت بها اما الآن فأصبحت تأتيني دائما واصبحت أشعر بأني لا استطيع الشعور بما حولي بطريقة مباشرة,['No'],Pseudo-labeling
أعاني من نوبات او انتكاسات نفسيه مثل الغضب والحزن المستمر والكسل الانعزال ،من بعد حادثة وفاة والدي قبل أربع اشهر لا اعرف كيف اتعامل معها وبدأت الاحظ ان تاثيرها اصبح جسدي ايضا,['No'],Pseudo-labeling
انا صفيه اليوم بدأ لي سنة ١٨ الحمد لله ،انا في ثنويه ومشكلتي هي اني لا اشعر بأي شي ولا أحد يعلم سوء الله ،لا احزن برسب امتحاناتي ولو حتي بموت أحد اعرف ولا افرح بأي شي.بدأت حالتي في أواخر عام ٢٠١٩ لما تركني شخص حبيته ولا اعرف سبب ذلك ،اريد ان احصل علي معدل طب ان شاء الله لكن ليس لدي رغبه ماذا أفعل؟,['Social|Relationship'],Pseudo-labeling
انا بدايق من أتفه حاجه ويقعد اعيط ونفسيا بتبقى وحشه اوى لو حد قالى كلمه مش كويسه او هزر معايا هزار تقيل يعنى مش قادرة أسرتها بالكلام بس نفسى بجد اخف لان نفسيتك مدمره,['No'],Pseudo-labeling
اعاني من نوبات هلع مستمره وفي الاونه الاخيره اصبحت متكرره ،يصاحبني شعور الحزن والخوف والبكاء والنوم المفرط واللامبالاة والقلق والتوتر والاحاسيس والمشاعر المتخبطه,['No'],Pseudo-labeling
اشعر بالخوف وافكر في المجانين دائما في مخيلي ولا استطيع النوم طوال اليوم وعندي اكتئاب,['No'],Pseudo-labeling
اعاني من مزاجيه مو طبيعي لدرجة تؤثر في علاقاتي واللي حولي واحس مو قادره افهم نفسي ولا قادره اعرف انا وش ابغا بالضبط واحس في فراغ جواتي مو قادره اسيطر على مزاجي وتناقضي,['Social|Relationship'],Pseudo-labeling
قبل اشهر قمت بحركة خاطئة بصدري اثناء ادائي لحركات تسخينية حيت شعرت بتفكك او تمزق لا اعلم كيف اصف ما حدث المهم كان هناك صوت طقطقة في صدري تلاه مباشرة خفقان استمر لمدة 50 ثانية و من ثم اصبحت اشعر بضربات زائدة مستمرة تشهرني بتوتر و قلق قهري فهل هناك مشكلة و ما الذي حدث بالضبط؟,['No'],Pseudo-labeling
مرحبا انا مشكلتي مااعرف الحب مااعرف احب الناس مجربت احب احد من اهلي او اصدقائي ودائماً انهي علاقتي بالناس لما تخلص مصلحتي مااعرف شنو شعور الحب للاهل والاصدقاء او اي شخص,['Social|Relationship'],Pseudo-labeling
دايم ما احس بشعور السعادة ودايم وقت تجمع الاهل يجيني توتر حاد وعصبيه ووقت النوم لازم البكاء دايم فا انا مقد رحت لدكتور لانه اهلي بيقولو مافيك شي وقلبي يألمني والعصبيه دائمه.,['Social|Relationship'],Pseudo-labeling
حقيقي انا عجزت علي الكلام,['No'],Pseudo-labeling
انفصلت عن حبيبتي لان اهلها زوجوها غصب عنها اعراضي بكاء كثير بالاماكن التي اتواجد فيها لحالي و تفكير بالانتحار كثيرا و الم بالقلب مستمر و يصبح قوي عندما افكر بها احس اني اموت,['Social|Relationship'],Pseudo-labeling
اتفه الأسباب والكلمات تأثرفي بشدة لدرجة البكاء ليس هناك من يحفزني كما اني وحيدة طول الوقت وفي الأغلب الأحيان منعزلة عن الخارج لأنه ليس لدي اصدقاء كما اني توقفة عن الدراسة في المرحلة متوسطة بسب عصبيتي الزائدة ليس لدي شيئ في خارج المنزل لمدة 5 سنوات ليس لدي هدف لادراسة ولا شيء آخر وهذا اكثر مايحزنني,['Social|Relationship'],Pseudo-labeling
السلام عليكم ورحمة الله اعاني من الإعياء وخفقان في القلب وصفير في رأسي يوميا وخوف وهلع شديد عندما تنتابني هذه الاعراض مللت من الحياة لقد عملت كل التحاليل الطبية للدم ولم يجدوا شيئا عندي لا اعاني من السكري أو ضغط الدم ولم اجد من يشخص حالتي,['No'],Pseudo-labeling
اصبت بصدمة عاطفية و لم اتقبل مند 4 اشهر فاصبني اكتءاب و نوبات هلع في المعدة خوف من فقدان و بعدها اصابني شعور مرعب اصبحت لا اشعر انني موجود كانني ميت و خوف علا طول النهار,['No'],Pseudo-labeling
مدري كيف ابدأ لكن انا انسانه كذابه والعب بمشاعر الناس وكم مره اكذب على صحباتي باني انا تعبانه وعندي عمليه .. الخ وامثل عليهم بحياة انا مو عايشتها ودايماً اطلع للكل بالشكل المثالي وانو عيلتي افضل ناس لكن الي اعيشه العكس تماماً تعبت من الكذب وكل شي ومدري هل هذي اضطرابات ولا ايش ! اتمنى تساعدوني ):,['Social|Relationship'],Pseudo-labeling
